id_poi;poi;ville;categorie;found;source;description
4284;Maison de Santé pluridisciplinaire de Goderville;Goderville;shop;True;DuckDuckGo;Logement à Goderville1 Goderville compte 1338 habitations sur son territoire en 2014. Ce chiffre ce décompose de la manière suivante: 1235 résidences principales (soit 92%) et 17 résidences secondaires (soit 1%), les logements restants étant considérés comme vacants.
4311;Gare de Foucart-Alvimare;Foucart;activity;False;;
4325;Randonnée;Serqueux;event;True;DuckDuckGo;Idées de circuits de randonnée Serqueux (Seine-Maritime) gratuites avec carte IGN au 1:25000, descriptif précis et photos.
4384;Le Beau Chêne;Normanville;activity;False;;
4394;Gare de Montivilliers;Montivilliers;activity;True;DuckDuckGo;La gare de Montivilliers est une ancienne gare ferroviaire française de la ligne du Havre-Graville à Tourville-les-Ifs, située sur le territoire de la commune de Montivilliers, dans le département de la Seine-Maritime, en région Normandie.
4422;Le Black Café;Le Havre;food;False;;
4474;Loto;Serqueux;event;True;DuckDuckGo;Loto / bingo, le 4 octobre 2026, à Serqueux (Seine-Maritime) - horaires, tarifs, renseignements.
4520;M. DEFRANCE Freddy;Le Tréport;accommodation;False;;
4567;Pierre-Auguste Renoir;Petit-Caux;activity;True;DuckDuckGo;PETIT-CAUX - CIRCUIT PIERRE-AUGUSTE RENOIR Mémoriser ce circuit. Départ randonnée : Eglise de Saint-Valéry de Graincourt (14 et 15éme S.) Balade sur sentiers et petites routes, entre manoir et château.
4570;Parc et canal Camille Claudel;Rouen;nature;True;DuckDuckGo;Le parc-canal Camille-Claudel s'anime tout l'été. Venez en profiter tous les dimanches sur le plan d'eau et à ses abords.A deux pas de Rouen-sur-mer, le nouveau canal Camille-Claudel prend vie cet été avec de nombreuses animations. Voile, paddle, kayak, jeux gonflables, escalade…
4576;Le Clos Monet;Étretat;accommodation;False;;
4577;Tournoi de Football;Gournay-en-Bray;event;True;DuckDuckGo;Tournoi de Football. Gournay-en-bray 76220 (0 km).À l'occasion de la fête mondiale du jeu participez au tournoi ODIN, As d'or du jeu de l'année en 2025. Le 07 Mai 2026.
4578;La Roselière;Saint-Aubin-Routot;accommodation;True;DuckDuckGo;La Roselière. Ref : 76G2357 | à ST AUBIN ROUTOT - Seine-Maritime.Yours faithfully The Gîtes de France Seine Maritime® agency. Merci pour la gentillesse de votre avis. L'excellent retour sur la qualité de votre séjour nous conforte dans notre logique d'accueil. Cordialement.
4650;Gare de Oissel;Oissel;activity;False;;
4689;Maison de Santé pluridisciplinaire Ouest Santé;Le Havre;shop;True;DuckDuckGo;La Maison de santé pluridisciplinaire Flaubert – TANDEM MEDICAL est composée de 7 professionnels, au Havre 'la Métropole Maritime Normande'.
4720;La Villa aux Oliviers;Eu;accommodation;True;DuckDuckGo;La Villa Aux Oliviers - Compare Rates. The Best deals for 2026. Independent Guide - Chic, Trendy Hotels - Top 10 Luxury Hotels - Book Online 24/7 Amenities: Great Location, Superior Rooms, Restaurant, WiFi, Amazing Views, Pool
4725;MEDICOBUS Caux-Bray-Albâtre;Ménerval;shop;False;;
4744;Les gîtes des marronniers n°3;Saint-Martin-le-Gaillard;accommodation;False;;
4757;Il Roméo;Le Havre;food;True;DuckDuckGo;Le Havre. Etretat. Destination Seine. La côte d'Albâtre.L’équipe d’Il Roméo vous accueille tous les jours sur sa terrasse ensoleillée face à la mer. Un choix varié de plats traditionnels, les poissons du jour, un choix multiple de pizzas maison et bien sûr l’incontournable moules/frites.
4761;Fête Patronale de Cuy-Saint-Fiacre;Cuy-Saint-Fiacre;event;True;DuckDuckGo;Cuy-Saint-Fiacre. 38 langues.À Cuy-Saint-Fiacre, Nadine Lamulle ne sera pas tête de liste en mars prochain : Pour Nadine Lamulle, maire de Cuy-Saint-Fiacre depuis 2008, une page va se tourner.
4808;Marché Nocturne;Ferrières-en-Bray;event;True;DuckDuckGo;Les marchés nocturnes en août. 1er août – Montivilliers : marché nocturne autour des Hallettes, de 17h à 22h.22 août – Bolbec : marché nocturne en centre-ville, de 16h à 22h. 23 août – Dieppe : marché nocturne sur le quai Henry-IV de 17h à minuit.
4818;Gare du Havre;Le Havre;activity;False;;
4834;Maison de Santé pluridisciplinaire Maromme-La Maine;Maromme;shop;True;DuckDuckGo;Matmut Assurances Maromme. Santé. 118 Rue Des Martyrs De La Resistance - 76150 Maromme. Voir les horaires.Pharmacie De La Maine - Maromme. Santé.
4853;Cabinet médical du Tréport;Le Tréport;shop;False;;
4856;Exposition Jérémie Rebourgeard;Isneauville;culture;False;;
4865;Le Coupe Gorge;Ermenouville;activity;False;;
4905;Grand Bois;Petit-Caux;activity;False;;
4917;Soirée accord Mets et Vins;Eu;event;True;DuckDuckGo;Soirée accord Mets et Vins.Adresse. Allée de Guise Le Bragance , Eu. Information mise à jour le. 2026-04-13.
4926;Gare de Sotteville-lès-Rouen;Sotteville-lès-Rouen;activity;True;DuckDuckGo;Sotteville-lès-Rouen. Coordonnées géographiques.La gare de Sotteville est une gare ferroviaire française de la ligne de Paris-Saint-Lazare au Havre, située sur le territoire de la commune de Sotteville-lès-Rouen, dans le département de la Seine-Maritime en région Normandie.
4958;Marché de Noël;Serqueux;event;True;DuckDuckGo;Marché de Noël. Le samedi 12 décembre. 1058 Route de Neufchâtel 76440 SERQUEUX.
5002;PNA TEST VIT ZOE;Quiberville;nature;True;DuckDuckGo;Que vous soyez de passage ou résident, PNA TEST VIT ZOE fait partie des lieux incontournables de la catégorie patrimoine naturel à Quiberville. Ce lieu vous invite à découvrir un aspect authentique du patrimoine local.
5033;Foire à tout;La Feuillie;event;True;DuckDuckGo;Foire à tout à La Feuillie, Seine-Maritime 76. Venez nombreux le 26 avril 2026.Petite brocante, marché. France.
5057;Mme VAUDEMONT Anaïs;Le Tréport;accommodation;True;DuckDuckGo;Rental Normandy in LE TREPORT. Rentals and gîtes Mme VAUDEMONT Anaïs on Normandy Tourism official website.
5086;Gare de Saint-Aubin-lès-Elbeuf;Saint-Aubin-lès-Elbeuf;activity;True;DuckDuckGo;Saint-Aubin-lès-Elbeuf - Guide tourisme, vacances & week-end en Seine-Maritime. 8.6. 9. Ajouter aux favorisSupprimer des favoris. Ajouter au circuitSupprimer du circuit.
5122;Gare de Longueville-sur-Scie;Longueville-sur-Scie;activity;False;;
5168;Foire à tout;La Feuillie;event;True;DuckDuckGo;Foire à tout à La Feuillie, Seine-Maritime 76. Venez nombreux le 20 septembre 2026.Petite brocante, marché. France.
5207;Circuit de la Reine Blanche;Sigy-en-Bray;activity;True;DuckDuckGo;Pays de Bray. Circuit de la Reine Blanche.2h 30min. Moyen. DépartSigy-en-Bray. Profil de l’itinéraireBoucle. Distance28.5 km.
5215;VILLA LES PELICANS;Le Tréport;accommodation;True;DuckDuckGo;Villa les Pélicans c’est l’endroit parfait pour profiter d’un séjour ressourçant et authentique. Un vrai logement pépite au cœur de la région Normandie.
5237;Le Bois de la Brétèque à cheval;Écalles-Alix;activity;True;DuckDuckGo;Itinéraire Equestre. à ECALLES-ALIX. Le Bois de la Brétèque à cheval. Distance7,3 km.
5241;Appartement face à la mer;Criel-sur-Mer;accommodation;False;;
5248;Mme Martine DIDOUCHE;Le Tréport;accommodation;False;;
5271;Foire à tout;Gancourt-Saint-Étienne;event;True;DuckDuckGo;Foire à tout à Gancourt-Saint-Etienne, Seine-Maritime 76. Venez nombreux le 14 mai 2026 à l'adresse suivante : Place Castagné.
5310;Circuit de Hocquélus;Sauchay;activity;True;DuckDuckGo;Itinéraire Pédestre. à SAUCHAY. Circuit de Hocquélus. Distance3,0 km.
5315;Vide Grenier;Cuy-Saint-Fiacre;event;False;;
5329;Gite d'Eu la rivière à la mer;Eu;accommodation;False;;
5382;Plouard Gerald;Le Tréport;accommodation;True;DuckDuckGo;Meublés, locations, gîtes Plouard Gerald à retrouver sur le site Normandie Tourisme avec toutes les informations pratiques, modalités de réservation et contact.
5410;Silleron et Iclon;Angiens;activity;True;DuckDuckGo;chateau silleron. ANGIENS. Circuit N°14 - Silleron et Iclon. Une balade à travers l’histoire et le patrimoine cauchois Sur 11 km (dont 4,8 km sur chemin), ce circuit vous...
5442;Gare de Serqueux;Serqueux;activity;True;DuckDuckGo;La gare de Serqueux est une gare ferroviaire française des lignes de Saint-Denis à Dieppe et de Saint-Roch à Darnétal-Bifurcation, située sur le territoire de la commune de Serqueux, dans le département de la Seine-Maritime, en région Normandie.
5453;Le Rougemont;Beuzeville-la-Guérard;activity;False;;
5549;Circuit de la Motte Brune;La Feuillie;activity;True;DuckDuckGo;Découverte de la Feuillie à vélo. Circuit de la Motte Brune.DépartLa Feuillie. Profil de l’itinéraireBoucle. Distance33.5 km.
5809;Séance de sauna et banya;Saint-Aubin-sur-Mer;other;True;DuckDuckGo;Nous proposons une alternance de sauna et banya chauffés au bois avec la mer, dans le bien-être et le respect du corps et dans la joie! Vue exceptionnelle sur la plage de saint Aubin sur mer.
5811;Marché de Noël;Cuy-Saint-Fiacre;event;True;DuckDuckGo;Marchés de Noël, parades et déambulations féériques, circuit des villages illuminés, feux d’artifice… En Normandie, à l’époque des fêtes, il existe mille et une façons de célébrer le bonheur d’être ensemble.
5831;Gare de Morgny-la-Pommeraye;Morgny-la-Pommeraye;activity;False;;
5849;Sortie Pédestre et VTT;La Feuillie;event;True;DuckDuckGo;Sortie Pédestre et VTT. La Feuillie 76220.La Feuillie Classic est un festival de musique de chambre qui propose les plus grands chefs d’œuvre de la musique classique instrumentale. Du 03 Juillet 2026 au 05 Juillet 2026. Fête Saint-Eustache.
5855;L'escale;Le Tréport;accommodation;False;;
5889;La Chouette;Haudricourt;activity;True;DuckDuckGo;Les circuits de randonnée d’Aumale et ses alentours.Circuit n°23. La Chouette – Haudricourt. Distance : 11.2 km. Durée : 2h45.
5897;Gare de Saint-Aubin-sur-Scie;Saint-Aubin-sur-Scie;activity;True;DuckDuckGo;Au Hamelet (commune de Saint-Aubin-sur-Scie), petite montée, physique, du chemin des Jonquilles pour rejoindre le cimetière militaire Canadien de ...
5922;Saint-Sylvestre;Saint-Saire;event;True;DuckDuckGo;Saint-Sylvestre. Art de vivre. Fêtes de fin d'année. 71 Bis Chemin de Prebende, 76270 Saint-Saire.
5935;Maison de Santé pluridisciplinaire de Gainneville;Gainneville;shop;True;DuckDuckGo;La gare de Saint-Laurent - Gainneville, située à proximité de la commune, est desservi par des trains TER Normandie assurant les relations : Rouen – Yvetot – Le Havre.
6070;Laïs;Le Tréport;accommodation;False;;
6106;Gare d'Auffay;Val-de-Scie;activity;True;DuckDuckGo;Idées de circuits de randonnée Gare d'Auffay gratuites avec carte IGN au 1:25000, descriptif précis et photos.
6108;Gare de Blangy-sur-Bresle;Blangy-sur-Bresle;activity;True;DuckDuckGo;La gare de Blangy-sur-Bresle est une gare ferroviaire française de la ligne d'Épinay - Villetaneuse au Tréport - Mers, située sur le territoire de la commune de Blangy-sur-Bresle, dans le département de la Seine-Maritime, en région Normandie.
6165;Gare de Barentin;Barentin;activity;True;DuckDuckGo;Idées de circuits de randonnée Gare de Barentin gratuites avec carte IGN au 1:25000, descriptif précis et photos.
6194;Valleuse de Cauville;Cauville-sur-Mer;nature;True;DuckDuckGo;Cauville-sur-Mer La plage et les falaises.Cauville-sur-Mer est une commune périurbaine normande de l'agglomération du Havre en ruive droite de Seine et, comme son nom le suggère, littorale de la Manche.
6197;Villa Benoit;Criel-sur-Mer;accommodation;False;;
6262;Thé dansant;Serqueux;event;False;;
6395;Circuit du Val Boucheron;Douvrend;activity;True;DuckDuckGo;à DOUVREND. Circuit du Val Boucheron. Distance4,5 km.
6437;Gare du Tréport;Le Tréport;activity;True;DuckDuckGo;Le Tréport : découvrez les meilleures randonnées : 30 pédestres et 8 à vélo ou VTT. Tous ces circuits, parcours, itinéraires et activités en plein air sont disponibles dans nos applications SityTrail pour smartphones et tablettes.
6484;L'abri côtier;Criel-sur-Mer;accommodation;True;DuckDuckGo;- Gîtes et meublés - L’abri côtier. Capacité totale : 4. Adresse. 8 avenue du mont blanc 76910 CRIEL-SUR-MER. Comment m’y rendre ?
6518;Le Bois Balthazar à VTT;Angiens;activity;True;DuckDuckGo;Le bois Balthazar est un circuit de randonnée situé sur la commune de Angiens en Seine-Maritime (76). Ce parcours d’environ 8.9 kilomètres représente en moyenne 2h15 de marche. Ce circuit de 8,9 km (dont 4,9 km sur chemin) vous emmène sur le plateau, à la découverte du patrimoine...
6541;Entre Caux et Bray;Cropus;activity;True;DuckDuckGo;Entre Caux et Bray. Mairie de Cropus 15 km - 3h45 - Difficulté. Cette boucle assez sportive vous offre un parcours varié entre sentiers arborés et chemins de plaine. Aux portes du pays de Bray, vous longerez la Varenne tout en admirant le charme de sa vallée.
6589;Le Bois Balthazar;Angiens;activity;True;DuckDuckGo;Le bois Balthazar est un circuit de randonnée situé sur la commune de Angiens en Seine-Maritime (76). Ce parcours d’environ 8.9 kilomètres représente en moyenne 2h15 de marche. Ce circuit de 8,9 km (dont 4,9 km sur chemin) vous emmène sur le plateau...
6657;Gare de Saint-Martin-du-Vivier;Saint-Martin-du-Vivier;activity;True;DuckDuckGo;Saint-Martin-du-Vivier L'église.Saint-Martin-du-Vivier dispose d’une gare, dont la desserte a été supprimée à l'été 2019. La commune est desservie par le transport à la demande Filo'r[18], du réseau métropolitain Astuce.
